Unnamed: 0,organization_id,name,url,batch,total_links,software,source_link
0,1,ATSSA,https://www.atssa.com/,1,132,Altai,34
0,1,ATSSA,https://www.atssa.com/,1,132,The Associate,2
1,8,The national Council,https://www.thenationalcouncil.org/,2,230,Amilia,1
1,8,The national Council,https://www.thenationalcouncil.org/,2,230,Association Online ,1
1,8,The national Council,https://www.thenationalcouncil.org/,2,230,Guild,1
1,8,The national Council,https://www.thenationalcouncil.org/,2,230,Higher Logic,2
1,8,The national Council,https://www.thenationalcouncil.org/,2,230,The Associate,2
